1001-Effector_CD4pos_T-S	1001-Effector_CD4pos_T-U	1002-Effector_CD4pos_T-S	1002-Effector_CD4pos_T-U	1003-Effector_CD4pos_T-S	1003-Effector_CD4pos_T-U	1004-Effector_CD4pos_T-U
22:33381058-33381258	6	1	8	2	2	5	2
22:33381904-33382273	12	12	11	7	4	6	4
22:33383873-33384083	2	9	4	9	0	2	12
22:33389104-33389355	8	6	7	15	2	9	4
22:33390435-33390761	14	11	12	11	2	8	2
22:33403040-33403245	0	7	3	4	4	2	9
22:33406365-33406565	4	4	4	3	2	7	2
22:33415679-33416502	40	14	16	32	7	23	29
22:33418617-33419038	16	20	3	10	2	5	19
22:33424555-33424971	19	18	7	17	0	11	13
22:33430119-33430541	4	12	2	13	4	17	5
22:33431252-33431452	12	4	2	7	3	3	3
22:33432171-33432397	7	6	2	6	1	14	4
22:33437312-33437527	1	13	2	5	1	1	7
22:33438103-33438780	53	12	37	14	8	17	12
22:33446389-33446617	5	2	6	4	8	3	1
22:33449116-33449316	7	8	8	8	0	0	1
22:33454858-33455107	6	13	1	11	3	3	6
22:33459663-33459863	4	11	2	0	2	2	0
22:33464908-33465108	9	0	0	12	2	0	7
22:33466148-33466545	2	5	4	14	6	11	10
22:33470569-33470814	15	2	4	8	0	5	5
22:33474485-33474796	6	3	6	12	17	6	1
22:33476798-33476998	12	0	8	6	3	0	7
22:33482545-33482760	1	3	11	2	0	0	8
22:33484022-33484222	4	1	0	10	1	0	7
22:33486279-33486500	1	1	3	6	5	0	4
22:33492186-33492543	11	19	11	8	6	16	9
22:33493848-33494107	16	2	3	5	0	1	10
22:33495321-33495571	3	2	12	15	0	4	5
22:33499193-33499597	8	8	4	8	10	8	13
22:33501394-33501594	8	1	11	11	2	5	2
22:33505012-33505618	22	26	11	18	4	21	12
22:33517991-33518201	3	5	6	5	10	3	9
22:33518702-33519005	5	11	2	4	14	3	9
22:33521486-33521737	18	5	3	7	4	5	10
22:33523428-33523757	10	16	2	4	2	3	0
22:33528808-33529097	6	16	3	5	10	3	6
22:33529600-33529936	25	18	2	11	4	2	6
22:33534572-33534782	4	2	10	9	2	5	3
22:33535051-33535284	12	5	3	16	2	3	5
22:33544739-33545213	37	8	4	15	0	11	9
22:33545414-33545614	2	0	1	2	2	13	2
22:33553332-33553747	13	3	7	9	12	13	0
22:33554006-33554206	12	14	6	6	4	5	8
22:33559758-33559964	2	6	2	4	2	11	1
22:33563510-33563723	0	2	3	13	0	1	0
22:33565606-33565954	47	9	19	8	9	4	16
22:33568183-33568585	82	18	10	7	4	7	4
22:33571897-33572097	3	0	1	0	0	11	7
22:33576267-33576814	9	17	2	21	4	17	13
22:33579562-33579918	34	6	11	3	2	6	10
22:33585839-33586113	7	5	1	5	10	3	1
22:33586337-33586584	1	2	10	2	4	4	3
22:33589018-33589291	9	8	2	7	6	0	5
22:33597668-33598192	16	22	7	16	6	14	8
22:33605002-33605202	6	8	0	4	2	9	5
22:33610945-33611526	33	23	14	25	6	15	13
22:33614739-33614939	4	9	1	13	0	5	9
22:33622283-33622522	0	2	2	1	0	4	17
22:33625406-33625644	1	2	2	6	0	5	14
22:33626944-33627144	3	5	3	6	7	2	7
22:33627500-33627883	18	14	3	20	2	16	10
22:33627952-33628152	8	7	10	12	4	9	0
22:33632782-33633060	1	13	2	4	0	3	3
22:33633288-33633491	2	6	9	9	2	2	2
22:33633747-33633997	4	13	2	13	0	2	2
22:33637516-33637727	6	0	4	7	6	2	12
22:33639842-33640051	5	2	0	3	4	0	5
22:33640666-33641038	10	4	7	20	0	11	8
22:33641074-33641432	20	4	8	4	0	1	13
22:33647269-33647469	4	3	3	8	0	8	2
22:33650427-33650868	24	15	6	14	2	3	4
22:33652394-33652644	0	7	3	5	2	12	7
22:33652796-33653059	1	6	10	5	2	0	2
22:33660449-33660649	0	0	0	9	4	0	16
22:33662219-33662445	4	12	3	6	4	2	2
22:33673701-33673946	6	4	1	4	6	2	3
22:33674235-33674435	17	2	3	5	0	6	2
22:33684062-33684262	1	3	3	2	0	3	13
22:33704563-33704763	14	2	0	7	6	2	8
22:33708247-33708503	1	9	2	9	0	4	19
22:33710744-33710982	0	3	1	7	9	29	1
22:33712322-33712727	29	5	16	10	6	5	19
22:33714774-33714974	10	4	4	6	4	4	10
22:33720754-33720990	4	5	0	9	6	14	3
22:33723695-33723895	2	14	4	2	3	1	0
22:33724087-33724369	11	9	6	19	4	2	10
22:33725121-33725637	30	11	9	13	0	9	12
22:33732487-33732687	2	3	6	11	5	1	6
22:33739940-33740236	10	5	1	20	2	2	8
22:33742515-33742765	0	3	1	0	10	6	5
22:33747929-33748129	4	5	6	4	0	0	13
22:33753341-33753602	1	0	2	16	2	0	5
22:33757005-33757220	13	4	2	8	0	0	3
22:33757314-33757678	2	6	0	4	0	16	7
22:33772233-33772704	10	7	2	13	0	32	7
22:33773381-33773581	14	10	4	12	2	5	3
22:33776653-33777071	7	11	8	15	6	10	25
22:33777477-33777907	22	16	7	22	3	6	6
22:33785406-33785656	16	0	10	5	0	0	0
22:33790057-33790393	30	3	24	6	0	5	2
22:33792541-33792765	2	9	0	2	0	0	4
22:33806392-33806592	4	1	9	9	2	2	0
22:33812620-33812821	7	6	2	2	0	13	0
22:33813329-33813718	5	4	2	6	0	8	27
22:33816981-33817181	3	4	5	4	4	12	6
22:33826146-33826380	6	7	2	16	4	3	0
22:33831428-33831628	7	5	8	7	6	2	4
22:33831996-33832241	16	5	6	8	6	6	7
22:33832307-33832856	32	20	14	23	4	24	22
22:33832909-33833195	11	9	1	24	0	7	8
22:33836960-33837188	13	0	0	3	0	1	3
22:33843129-33843624	20	10	8	15	6	28	8
22:33848566-33848821	11	10	1	15	2	9	7
22:33849201-33849419	5	3	8	8	6	8	6
22:33851533-33851850	6	10	0	25	1	5	9
22:33853855-33854116	15	21	8	14	2	12	6
22:33856144-33856422	7	10	2	19	4	9	4
22:33860654-33861094	23	17	3	18	18	5	11
22:33862420-33862620	11	7	3	6	4	11	10
22:33864206-33864424	4	2	0	6	2	14	7
22:33867365-33867571	6	3	10	13	0	0	6
22:33868425-33868680	9	4	7	16	1	1	2
22:33874239-33874483	6	8	1	11	0	12	5
22:33879302-33879671	4	6	2	11	0	20	9
22:33883088-33883358	6	17	2	6	0	2	4
22:33884060-33884569	28	8	4	17	2	25	12
22:33899161-33899513	2	8	2	9	0	9	25
22:33914840-33915064	2	2	2	3	1	10	14
22:33919502-33919752	24	27	26	27	6	20	4
22:33919988-33920195	31	36	27	14	4	21	2
22:33920331-33921840	531	530	194	111	50	168	71
22:33930001-33930201	1	4	1	6	0	12	4
22:33933108-33933311	7	5	8	4	6	1	5
22:33947801-33948097	3	2	9	7	9	8	2
22:33949325-33949559	3	4	4	2	0	11	2
22:33955996-33956449	10	8	12	27	4	18	6
22:33956494-33956694	7	6	0	7	4	12	3
22:33956767-33957060	7	3	3	17	0	5	5
22:33957351-33957577	13	9	2	3	0	7	11
22:33965074-33965871	25	18	20	33	0	4	26
22:33971911-33972111	2	4	8	7	0	2	5
22:33972289-33972489	2	2	2	0	0	1	7
22:33975996-33976231	8	6	8	1	2	3	8
22:33979817-33980042	3	5	0	2	5	6	3
22:33980993-33981392	5	6	6	2	0	4	18
22:33982039-33982281	8	4	0	20	0	2	7
22:33990532-33990911	8	15	4	12	2	6	21
22:33991623-33991901	5	6	0	6	3	10	5
22:33994979-33995179	5	8	4	4	0	2	0
22:33997851-33998079	4	0	1	13	0	3	10
22:34001900-34002470	31	22	22	11	6	1	6
22:34004075-34004295	7	13	9	12	1	1	4
22:34004795-34005045	10	4	4	12	3	14	6
22:34006157-34006378	4	8	3	3	0	0	11
22:34009587-34009787	1	7	10	9	2	5	2
22:34010369-34010593	8	10	2	1	2	5	7
22:34010631-34010831	2	1	3	8	3	13	4
22:34011251-34011451	1	0	1	6	0	2	11
22:34012221-34012600	9	2	11	6	4	19	9
22:34018368-34018568	2	2	0	2	0	7	0
22:34023895-34024150	0	3	4	8	5	4	8
22:34024951-34025170	16	4	4	15	2	3	4
22:34026758-34026958	6	3	3	12	0	0	5
22:34034267-34034487	2	2	0	3	5	0	0
22:34036326-34036633	2	4	2	6	0	13	3
22:34037424-34037640	7	0	7	4	0	0	2
22:34038056-34038269	3	6	2	8	2	2	13
22:34053878-34054132	4	12	14	4	4	12	5
22:34054269-34054480	1	2	10	2	0	3	7
22:34059457-34059824	13	6	3	6	7	3	8
22:34061793-34061993	1	2	3	6	5	5	3
22:34063880-34064081	0	13	1	6	0	6	2
22:34067263-34067644	22	10	3	6	1	13	15
22:34075754-34075955	7	3	13	5	0	5	6
22:34076934-34077151	4	2	5	6	0	12	7
22:34090364-34090636	12	8	0	10	2	3	3
22:34094171-34094371	4	8	1	1	0	10	1
22:34102748-34103171	27	11	4	13	3	6	11
22:34105515-34105800	19	13	8	15	7	13	3
22:34107969-34108197	1	6	0	16	2	5	4
22:34111372-34111729	44	32	16	14	2	11	9
22:34113240-34113440	1	4	2	4	2	4	10
22:34115582-34115868	9	6	6	15	3	2	6
22:34116200-34116553	11	11	9	5	8	2	3
22:34121071-34121304	7	8	10	8	6	5	4
22:34122172-34122446	0	0	3	13	8	0	0
22:34126461-34126677	12	9	2	16	9	6	4
22:34128281-34128481	5	6	3	4	8	16	2
22:34128854-34129096	11	10	12	4	4	3	3
22:34139094-34139330	5	0	2	9	2	0	10
22:34139518-34140055	9	22	10	20	0	14	12
22:34141435-34141683	2	1	1	4	6	1	3
22:34142158-34142358	10	3	0	3	3	1	4
22:34157389-34157722	9	4	1	19	6	6	10
22:34167244-34167609	13	9	4	23	2	7	13
22:34173496-34173702	14	1	1	2	2	2	0
22:34176496-34177043	15	7	9	27	11	25	14
22:34184733-34185021	4	1	12	8	0	0	8
22:34200882-34201576	19	20	18	27	1	10	6
22:34211668-34211892	10	2	6	10	2	2	6
22:34212022-34212273	5	1	2	4	3	9	3
22:34217078-34217278	3	11	2	3	0	2	3
22:34219248-34219461	5	2	3	3	7	6	6
22:34221624-34221825	8	3	8	4	0	1	15
22:34223729-34223929	8	5	9	10	3	4	2
22:34225142-34225712	13	20	0	20	8	1	20
22:34229667-34229883	2	2	6	2	1	0	2
22:34233456-34233656	4	9	0	4	0	2	2
22:34235633-34235904	5	3	0	3	0	4	8
22:34238989-34239189	2	2	1	10	3	2	0
22:34243225-34243425	9	5	0	11	0	0	7
22:34244523-34244754	14	4	1	6	2	2	3
22:34255210-34255943	31	20	21	32	4	11	7
22:34261948-34262148	4	1	2	0	0	1	9
22:34263266-34263466	2	7	4	6	2	5	12
22:34269033-34269233	8	4	1	5	5	1	1
22:34269890-34270215	10	4	9	6	3	15	9
22:34277509-34277717	2	13	3	6	2	7	6
22:34279641-34279852	6	1	14	5	4	6	9
22:34280013-34280295	4	7	16	11	3	5	4
22:34286266-34286629	9	6	6	15	13	3	8
22:34288941-34289141	10	0	3	3	1	2	0
22:34300060-34300348	2	6	12	16	0	2	10
22:34302734-34302934	8	0	10	5	4	6	1
22:34312246-34312450	4	2	0	3	9	0	3
22:34313348-34313548	2	3	0	3	2	6	10
22:34314907-34315187	4	2	0	2	0	8	16
22:34316420-34316837	16	7	4	25	8	10	5
22:34319338-34320075	33	39	28	25	8	14	15
22:34325093-34325585	9	7	11	16	7	16	9
22:34327747-34327981	8	1	6	13	0	2	5
22:34334545-34335083	16	20	14	18	17	7	29
22:34340951-34341201	12	0	0	3	0	2	7
22:34342945-34343207	6	1	2	4	0	10	0
22:34346528-34346761	4	2	0	2	6	1	1
22:34348628-34348834	0	13	2	5	1	3	1
22:34349254-34349454	1	3	0	3	0	5	5
22:34362579-34362811	7	2	9	8	9	0	1
22:34363258-34363610	9	3	4	6	10	4	6
22:34365114-34365314	3	4	6	5	0	1	3
22:34372514-34372739	4	2	9	16	2	4	10
22:34374000-34374478	2	17	10	12	0	10	10
22:34381779-34382038	4	6	9	12	6	6	9
22:34383481-34383681	2	0	2	2	3	6	2
22:34390752-34390952	10	1	1	6	0	4	3
22:34391062-34391301	10	4	5	15	2	1	1
22:34396132-34396360	0	5	0	4	7	2	2
22:34401298-34401498	4	6	6	3	0	2	4
22:34406715-34406997	4	14	2	6	0	1	6
22:34407068-34407355	8	4	6	4	2	12	5
22:34407479-34407791	6	5	4	0	2	2	13
22:34410761-34410990	3	4	7	1	0	0	2
22:34414890-34415320	12	2	4	22	0	0	20
22:34417472-34417760	2	10	8	6	7	1	3
22:34417833-34418038	5	8	7	4	0	1	4
22:34419850-34420050	2	6	0	3	6	2	3
22:34425160-34425399	2	4	2	2	2	10	7
22:34428821-34429083	7	8	5	4	7	2	5
22:34429367-34429685	13	17	8	8	0	10	10
22:34429697-34429898	15	4	5	10	0	7	4
22:34434374-34434725	13	6	11	4	6	2	10
22:34435650-34435871	7	9	4	9	4	2	8
22:34435907-34436107	9	2	1	4	0	2	2
22:34442645-34443207	15	10	6	24	4	32	15
22:34452798-34452998	6	3	0	8	2	12	8
22:34453254-34453488	18	4	4	8	2	7	8
22:34454005-34454268	10	1	10	9	0	2	6
22:34455860-34456060	6	7	0	11	0	3	3
22:34462724-34463182	19	11	11	7	2	28	9
22:34468877-34469533	11	17	7	18	0	15	36
22:34470272-34470472	1	4	1	0	2	8	0
22:34478786-34479085	10	13	3	4	0	4	7
22:34490417-34490617	5	1	9	8	2	2	5
22:34493836-34494097	17	6	0	6	0	1	2
22:34496736-34496941	18	5	1	4	0	0	2
22:34502074-34502370	6	9	3	17	0	2	4
22:34519302-34519624	8	10	8	12	0	3	24
22:34520101-34520377	9	3	15	14	7	11	5
22:34522180-34522507	18	18	5	8	4	0	5
22:34535800-34536286	7	22	8	14	4	20	12
22:34538044-34538429	9	16	17	7	0	3	13
22:34543386-34543598	1	3	4	6	0	2	8
22:34545506-34545793	15	4	2	0	2	11	0
22:34547056-34547271	1	0	2	0	6	3	6
22:34555426-34555626	6	7	2	7	0	1	5
22:34556145-34556345	1	0	1	9	1	0	3
22:34564403-34564803	11	20	8	19	0	8	10
22:34575210-34575410	4	2	3	4	1	2	7
22:34575617-34575987	7	9	1	5	3	7	15
22:34584118-34584353	13	4	4	6	0	1	6
22:34584749-34584949	3	1	3	8	4	8	0
22:34586447-34586684	2	3	2	6	5	4	1
22:34589567-34589879	18	14	3	4	0	3	8
22:34590924-34591338	26	22	4	18	1	18	13
22:34599896-34600120	5	7	6	13	5	7	8
22:34607852-34608052	4	2	0	7	6	10	3
22:34624314-34624514	12	4	4	2	0	1	3
22:34625962-34626253	22	24	3	14	0	2	7
22:34626438-34626705	1	2	1	9	0	14	0
22:34637365-34637634	4	5	11	4	3	4	16
22:34638336-34638590	1	3	2	8	1	10	4
22:34647609-34647859	8	2	0	2	6	0	2
22:34653604-34653840	2	3	11	5	1	0	3
22:34654327-34655014	40	15	8	18	2	18	12
22:34667231-34667470	6	0	4	7	6	9	0
22:34668354-34668567	7	10	5	5	0	5	12
22:34672354-34672616	15	4	5	11	0	4	3
22:34673731-34674083	15	5	13	2	1	3	7
22:34674219-34674484	2	11	5	9	1	13	2
22:34674678-34674952	1	4	11	11	2	0	6
22:34675479-34675679	2	7	0	3	0	0	6
22:34682613-34682856	12	6	2	0	2	2	4
22:34684291-34684626	12	6	12	7	0	10	13
22:34684923-34685236	2	11	4	20	2	11	4
22:34685757-34686044	2	3	4	6	6	2	2
22:34688791-34689108	8	14	7	11	0	8	4
22:34692202-34692490	5	1	2	12	2	16	2
22:34696730-34696930	8	6	3	5	0	10	5
22:34698230-34698526	8	11	5	3	6	10	0
22:34701537-34701769	6	4	8	13	2	3	6
22:34702242-34702443	12	6	3	9	0	6	6
22:34702905-34703370	11	14	20	14	6	31	18
22:34714241-34714571	5	4	6	10	2	13	13
22:34722885-34723349	6	6	0	10	6	15	8
22:34731586-34732008	6	18	2	7	5	0	3
22:34736287-34736487	5	3	3	3	0	10	1
22:34743179-34743427	4	11	5	8	4	8	10
22:34743537-34743747	6	3	2	4	5	7	1
22:34744203-34744403	10	5	0	6	2	5	3
22:34751233-34751449	0	4	5	8	0	7	2
22:34760427-34760676	3	5	0	3	7	5	2
22:34763058-34763370	10	6	16	4	0	0	6
22:34766370-34766581	4	3	2	5	2	9	3
22:34770682-34770888	3	1	2	1	6	4	1
22:34771210-34772103	50	38	9	47	8	26	26
22:34777749-34778047	5	4	8	6	6	5	5
22:34778184-34778384	1	3	9	9	2	3	2
22:34781828-34782160	15	10	11	7	0	4	7
22:34785128-34785328	11	5	3	7	4	7	0
22:34789221-34789746	23	4	4	26	1	2	8
22:34798386-34798604	20	4	3	7	0	4	3
22:34798820-34799020	11	11	4	14	0	2	0
22:34800542-34800819	8	17	6	15	6	0	14
22:34805943-34806180	13	9	9	10	2	9	0
22:34806873-34807100	2	2	1	15	0	4	9
22:34816119-34816334	2	3	2	6	6	1	6
22:34822866-34823067	2	6	4	9	6	4	6
22:34824326-34824576	2	8	10	6	0	6	10
22:34825609-34825873	7	6	2	12	0	12	5
22:34826773-34826985	4	0	0	2	1	0	11
22:34829911-34830118	3	6	12	6	0	1	2
22:34834300-34834557	5	6	2	7	0	15	4
22:34838731-34838974	2	12	1	4	2	1	6
22:34844005-34844539	11	7	7	18	1	1	22
22:34845640-34845890	3	4	6	8	7	7	6
22:34850162-34850362	4	5	1	4	0	6	3
22:34855544-34855752	11	7	6	6	1	14	3
22:34857907-34858109	12	4	4	8	2	1	2
22:34863627-34863883	2	9	14	4	0	4	12
22:34866219-34866419	9	3	0	4	0	4	0
22:34868460-34868660	2	2	4	5	5	4	3
22:34874631-34874832	17	4	0	8	3	2	3
22:34884132-34884353	1	2	11	4	2	0	1
22:34886121-34886370	1	3	11	10	0	6	4
22:34895636-34895836	7	0	0	10	6	9	9
22:34903910-34904110	1	5	0	1	0	15	7
22:34904988-34905188	2	2	6	4	6	6	7
22:34913851-34914082	4	4	5	11	8	4	4
22:34929781-34930031	1	10	0	5	0	7	6
22:34932661-34932993	12	8	6	5	4	10	11
22:34933067-34933267	4	2	4	17	1	7	8
22:34940515-34940722	0	10	3	5	0	0	6
22:34944091-34944315	2	11	2	12	2	1	8
22:34949103-34949305	3	3	2	16	0	8	4
22:34952989-34953198	6	5	8	6	0	7	12
22:34974339-34974539	1	4	8	6	2	1	13
22:34975892-34976096	6	7	12	2	2	11	3
22:34981317-34981947	28	14	13	17	0	17	11
22:34983099-34983591	16	16	21	11	4	5	13
22:34985921-34986278	7	6	6	21	7	10	20
22:34995717-34995917	5	5	3	2	6	0	1
22:34996606-34996832	6	3	5	4	0	9	5
22:34996974-34997174	10	6	8	1	1	4	1
22:35008150-35008350	10	4	7	10	0	3	5
22:35008680-35008946	5	10	3	10	1	14	6
22:35015879-35016141	19	7	1	5	2	9	2
22:35016648-35016883	7	2	0	0	2	2	14
22:35021235-35021441	4	11	3	4	4	1	3
22:35021582-35021782	6	3	1	10	4	3	5
22:35022870-35023227	18	6	9	10	4	0	10
22:35023853-35024100	3	6	5	8	3	10	12
22:35024195-35024640	23	23	26	12	1	12	12
22:35030911-35031267	14	5	3	10	2	7	8
22:35033200-35033580	7	12	12	14	12	10	8
22:35033969-35034352	6	10	27	4	9	8	16
22:35038145-35038393	5	4	3	19	2	5	10
22:35038936-35039204	6	7	4	6	2	9	15
22:35043039-35043255	3	11	9	15	2	7	5
22:35043762-35044020	7	7	14	8	3	7	4
22:35051957-35052247	15	4	27	10	8	2	6
22:35057737-35057979	2	16	8	4	2	8	5
22:35058040-35058243	12	6	9	7	1	4	6
22:35062893-35063112	0	3	0	2	1	4	10
22:35084433-35084672	2	3	1	4	0	11	8
22:35085484-35085749	8	7	4	16	8	11	8
22:35087009-35087250	11	4	10	7	0	3	9
22:35087304-35087648	11	16	8	5	2	12	7
22:35087666-35087962	4	6	2	19	3	8	8
22:35091403-35091603	0	1	4	13	0	8	4
22:35097022-35097222	12	4	7	8	4	3	1
22:35102877-35103213	15	4	2	8	8	2	12
22:35104697-35104909	2	4	0	17	0	1	3
22:35108623-35108823	2	5	5	6	12	0	3
22:35113357-35113806	7	11	4	11	20	26	17
22:35114288-35114548	1	5	4	5	0	16	0
22:35118378-35118595	3	7	3	2	9	4	3
22:35118799-35119041	5	3	4	8	0	13	3
22:35119419-35119641	6	6	13	4	4	3	12
22:35126480-35126727	2	6	10	11	0	4	2
22:35127908-35128108	4	2	9	3	1	1	1
22:35128716-35129112	18	5	22	6	10	9	2
22:35142482-35142682	4	4	0	3	7	7	5
22:35150619-35150945	21	17	19	7	4	19	8
22:35153530-35153730	3	2	0	7	8	3	0
22:35154991-35155272	26	19	10	5	2	9	20
22:35156489-35156689	5	8	12	6	0	0	1
22:35157923-35158143	15	5	6	6	0	3	12
22:35158312-35158517	3	4	0	0	0	13	0
22:35161720-35162026	8	13	5	10	4	2	6
22:35162049-35162249	1	9	6	2	4	2	3
22:35165738-35166011	3	4	4	5	1	14	0
22:35166206-35166526	7	4	4	12	0	13	12
22:35173440-35173696	12	13	0	7	0	5	8
22:35177784-35177984	5	8	7	8	2	7	0
22:35178263-35178474	4	4	2	1	2	12	6
22:35181117-35181317	1	0	2	2	6	0	5
22:35182904-35183242	3	0	3	13	0	8	15
22:35184867-35185340	16	15	9	14	2	12	8
22:35190215-35190493	4	0	10	5	7	8	10
22:35192277-35192702	12	11	8	12	3	4	11
22:35197060-35197326	0	5	8	4	0	2	3
22:35197525-35197743	4	1	3	2	0	8	1
22:35198177-35198377	2	3	5	4	0	7	3
22:35203542-35204019	19	15	20	12	6	11	10
22:35210312-35210617	3	8	5	19	2	6	3
22:35210864-35211081	4	3	3	15	1	2	7
22:35229134-35229381	7	4	3	9	14	11	0
22:35230040-35230258	3	5	16	11	2	15	5
22:35231566-35231977	30	84	28	19	8	63	27
22:35240096-35240334	2	6	0	13	4	4	5
22:35241060-35241927	38	17	14	32	10	32	16
22:35245743-35246314	18	8	10	29	10	18	13
22:35257199-35258177	451	948	283	153	47	372	287
22:35258574-35258804	6	12	6	6	20	24	14
22:35272470-35272714	1	2	0	2	10	0	0
22:35273920-35274896	25	41	23	32	16	34	45
22:35275613-35275843	10	8	8	5	1	2	2
22:35288198-35288574	45	2	18	22	12	8	9
22:35299293-35300540	1298	3684	1031	897	263	1955	1215
22:35300681-35300905	82	176	52	39	21	126	43
22:35306446-35306912	27	78	19	37	8	55	21
22:35308648-35308948	13	13	10	23	6	26	24
22:35310978-35311662	57	84	61	74	18	38	28
22:35313386-35313768	52	19	88	21	22	7	6
22:35316050-35316585	50	96	49	57	8	60	48
22:35325064-35325322	2	28	3	12	2	7	7
22:35330220-35330940	190	147	155	52	20	106	52
22:35334133-35334617	67	47	53	31	22	26	22
22:35335700-35335952	10	26	8	23	4	23	12
22:35336033-35336340	16	38	11	12	10	12	5
22:35338168-35338403	10	23	25	11	1	23	18
22:35342491-35343071	45	97	18	67	12	42	60
22:35343091-35344003	63	104	41	147	9	64	97
22:35350448-35351489	403	478	361	193	108	314	159
22:35352607-35353194	134	100	154	65	18	94	59
22:35356164-35356418	6	11	4	12	10	2	4
22:35362286-35362486	6	3	3	11	5	11	5
22:35367607-35367847	13	24	11	4	6	1	7
22:35371673-35372484	81	58	89	54	12	54	42
22:35375320-35375544	8	5	5	12	5	10	14
22:35380794-35381722	180	109	114	50	25	76	41
22:35386811-35387096	7	10	10	4	6	26	8
22:35387453-35387711	9	5	10	2	1	21	8
22:35390849-35391263	12	10	4	15	2	6	21
22:35393497-35393707	5	4	5	7	0	5	15
22:35399784-35400727	797	1248	625	341	161	832	467
22:35408542-35408761	4	4	4	20	0	2	6
22:35410145-35410704	39	36	13	23	2	22	16
22:35412245-35412552	11	13	14	8	15	8	16
22:35419118-35419536	33	15	9	11	7	13	27
22:35423205-35423460	9	2	7	12	5	23	12
22:35426126-35427051	44	32	64	53	24	49	34
22:35430954-35431280	51	46	34	14	13	46	23
22:35435473-35435673	6	9	9	14	9	6	13
22:35437101-35437517	40	15	41	11	12	17	12
22:35441668-35441949	18	5	21	8	2	5	17
22:35442878-35443198	18	6	3	11	0	23	19
22:35448393-35448593	4	2	5	15	0	3	4
22:35453084-35453284	8	10	5	1	8	13	6
22:35454077-35454356	14	3	1	18	6	12	6
22:35458884-35459281	25	7	15	23	0	8	12
22:35462828-35463028	15	3	10	4	3	3	9
22:35463591-35463869	14	4	6	14	2	18	7
22:35465627-35465827	11	12	5	8	2	2	1
22:35471145-35471415	8	5	17	11	2	5	1
22:35471581-35471815	4	3	6	2	12	22	0
22:35472661-35472903	10	7	9	13	2	8	12
22:35474994-35475395	20	8	22	7	2	10	10
22:35477227-35477624	6	11	3	8	0	23	10
22:35480751-35481065	7	15	10	5	2	16	5
22:35489369-35489634	14	26	9	11	0	14	11
22:35492026-35492420	15	28	8	17	4	16	27
22:35497840-35498043	3	3	0	5	0	12	2
22:35503600-35503800	1	0	1	12	1	6	5
22:35506437-35506637	10	7	5	13	0	3	0
22:35509545-35509745	3	4	0	9	0	13	5
22:35511394-35511904	16	11	10	27	15	16	17
22:35518481-35519125	21	30	3	21	8	23	8
22:35519780-35520027	3	20	0	1	2	2	0
22:35520407-35520695	5	8	5	18	2	4	8
22:35526834-35527034	10	9	11	8	0	5	4
22:35527293-35527493	8	10	4	5	0	2	2
22:35531795-35532048	9	1	4	5	11	8	15
22:35533535-35533782	7	15	6	8	4	15	9
22:35538935-35539142	29	33	10	20	14	22	21
22:35540010-35541038	397	335	213	75	33	140	109
22:35544239-35544587	42	29	13	12	17	11	16
22:35552507-35553195	199	291	181	82	58	214	104
22:35560426-35560626	5	9	13	11	0	6	6
22:35561919-35562249	31	10	20	10	5	6	1
22:35568804-35569176	11	11	4	14	2	11	24
22:35570793-35571003	8	2	3	16	5	2	9
22:35571025-35571251	4	8	5	11	1	7	18
22:35574845-35575100	10	7	15	21	0	6	2
22:35578178-35578378	5	5	4	11	4	6	14
22:35582983-35584030	87	65	68	45	31	40	48
22:35588648-35588898	9	19	7	13	0	9	6
22:35589509-35589787	9	11	20	12	6	7	9
22:35592800-35593000	8	7	9	4	6	13	1
22:35604903-35605269	29	17	36	2	5	0	7
22:35609953-35610241	24	6	10	9	7	11	7
22:35611599-35612116	51	23	18	19	10	8	19
22:35617785-35618049	5	7	0	4	11	5	1
22:35622373-35622691	14	20	12	19	2	20	8
22:35623258-35623672	47	52	48	30	20	34	12
22:35627284-35628111	136	62	132	37	44	24	35
22:35629983-35630313	38	14	45	12	1	7	8
22:35631729-35631961	16	22	13	8	12	9	9
22:35633533-35633772	5	8	4	13	6	16	18
22:35634053-35634311	9	18	19	15	8	12	11
22:35637402-35637602	3	6	10	13	8	0	6
22:35637705-35637906	0	4	12	5	10	1	7
22:35647885-35649463	763	604	738	199	269	499	286
22:35660306-35661306	213	716	320	248	98	642	381
22:35661487-35661948	113	45	150	32	64	46	50
22:35667907-35668107	6	0	5	4	0	2	4
22:35668478-35668851	1	10	3	8	10	2	5
22:35668914-35669340	9	6	0	13	0	2	5
22:35669499-35669791	8	0	3	6	1	7	12
22:35676139-35676409	12	7	4	13	0	9	14
22:35678935-35679278	87	11	85	13	22	2	8
22:35679517-35680102	232	31	269	16	84	23	8
22:35686447-35686647	1	3	8	3	2	8	6
22:35691454-35691676	24	5	3	3	0	10	5
22:35694039-35694433	17	19	25	17	12	27	25
22:35694857-35695419	65	22	24	24	13	45	16
22:35696963-35697651	123	48	76	23	52	73	29
22:35700009-35700296	36	16	14	16	9	36	16
22:35703778-35703991	8	8	13	16	5	2	3
22:35706543-35706743	10	0	0	5	4	2	2
22:35708792-35708992	5	8	3	4	2	3	3
22:35713360-35713560	4	0	9	5	4	4	2
22:35713691-35713891	6	2	2	13	1	3	3
22:35717305-35717505	4	2	2	0	0	3	8
22:35722766-35722977	3	3	3	7	2	6	9
22:35723121-35723389	9	11	0	8	2	9	4
